user_name,nickname,signature,verified,follower_count,following_count,likes_count,video_count,last_active,only_mentions,only_duos,collabs,collabs_url,hashtags,instrument,style 
nobankam1,nobankam1,I think I’m funny,False,50000,5,2400000,26,2022-01-01,['mattxfairon'],['nichlasbotten'],"['mattxfairon', 'nichlasbotten']","{'mattxfairon': 'https://v16-webapp.tiktok.com/a830bdfe4572f93a32458d901300d62e/61d386ff/video/tos/useast2a/tos-useast2a-pve-0068/5bcefdb1a44c4f8ab1bb40b3b042a2f5/?a=1988&br=2376&bt=1188&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010317300101018909020322679673&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2hxZGU6Zm9pOjMzNzczM0ApODNlaWg2aGU5NzdmOWQ1ZGduNTRgcjRfXzNgLS1kMTZzczAvMjAxXjNhYWNiNTAxLjQ6Yw%3D%3D&vl=&vr=', 'nichlasbotten': 'https://v16-webapp.tiktok.com/ba508c4704936b426138006f11919876/61d38702/video/tos/useast2a/tos-useast2a-ve-0068c004/b0b7aaf086ff46a68746b50c9a9cb270/?a=1988&br=2298&bt=1149&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010317300101018909020322679673&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anI2OTU6ZnM7OjMzNzczM0ApPDs4NDdoZ2U0Nzk1O2lmaGdyNmJfcjQwajJgLS1kMTZzcy5jYDZeYC0uMDBeXjJjLWM6Yw%3D%3D&vl=&vr='}","['duet', 'greenscreen']",[],[]
saelios99,Sael,"21
if you know me..... I'm sorry",False,301,4355,1559,1,2019-10-08,[],[],[],{},[],[],[]
mommyofthebeezzzz,Mommyofthebeezzzz,"DID WE JUST BECOME BEST FRIENDS?
✨Let’s shine together✨",False,262100,9996,4000000,563,2022-01-02,"['slootbandicootsanus', 'trishamarshall5']",[],"['slootbandicootsanus', 'trishamarshall5']","{'slootbandicootsanus': 'https://v16-webapp.tiktok.com/916e229f356aa0f75baf9f13f8a8e25c/61d38720/video/tos/useast5/tos-useast5-ve-0068c003-tx/56c98771de7e449984e5e9266bcf7dab/?a=1988&br=5846&bt=2923&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010317303301022308714525629943&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3VmNzk6ZnRuOjMzZzczNEApOmc1ZTkzZWU7NzdlOzY7NWdwb2gvcjQwLTVgLS1kMS9zczM0Ni4vMC41LWFgYzJgNV46Yw%3D%3D&vl=&vr=', 'trishamarshall5': 'https://v16-webapp.tiktok.com/0ddf5a099aedf35715f25e9ed42c4883/61d38767/video/tos/useast5/tos-useast5-ve-0068c002-tx/b782f79994924a9ea3bd3cd4bd852e1f/?a=1988&br=2466&bt=1233&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010317303301022308714525629943&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzw8dDc6ZjtpOjMzZzczNEApZjY1OGUzaTw6NzZoaGQ6OmdsZWFjcjRnXzNgLS1kMS9zczUtMi5gLTMxXjAyLS1gYS46Yw%3D%3D&vl=&vr='}",[],[],[]
mashdaddy88,Randy,Never Grow up.....Life is to short to not laugh everyday,False,130,209,193,13,2021-12-24,['mashdaddy88'],"['kingjamestheruthless78', 'tiktokbadboy78', 'itscoreyklem']","['mashdaddy88', 'kingjamestheruthless78', 'tiktokbadboy78', 'itscoreyklem']","{'mashdaddy88': 'https://v16-webapp.tiktok.com/03968f324ba37c792e1074b517febf47/61d38729/video/tos/useast5/tos-useast5-ve-0068c001-tx/fa0e0d9e135a4651801f858135a91087/?a=1988&br=1620&bt=810&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031730380101921650791969B291&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anhndGc6ZmhvOjMzZzczNEApaGRnNTQ7N2Q0NzYzaTc1aWc0NGc2cjRnNC9gLS1kMS9zczRiNTU0MzE1LWJeM15iNC86Yw%3D%3D&vl=&vr=', 'kingjamestheruthless78': 'https://v16-webapp.tiktok.com/368ef1f883bb661a842e33d5beac4404/61d38756/video/tos/useast2a/tos-useast2a-pve-0068/c142baa522e44b10869d3a68c4cd62cd/?a=1988&br=918&bt=459&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031730380101921650791969B291&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3U5cnVtczY7dTMzNjczM0ApZmkzZGVlNmVlN2c0ZzNkOmdoaTQuZG5qYnNfLS1iMTZzczVhX18wMGExYC00XjZgYGM6Yw%3D%3D&vl=&vr=', 'tiktokbadboy78': 'https://v16-webapp.tiktok.com/f19d1ca72d42f573850a680e9316e385/61d3875d/video/tos/useast2a/tos-useast2a-pve-0068/a4ede4d7836d42dc9b4bbb7db3bd3df3/?a=1988&br=1016&bt=508&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103173043010223077038055D1970&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amd0Z2czaTpmdTMzZjczM0ApOTc0MzQ6OmRkNzk7aDM0aGcxMzBqYTY0LW9fLS0vMTZzczAxYTRjMjE0MWMyMWFjMy86Yw%3D%3D&vl=&vr=', 'itscoreyklem': 'https://v16-webapp.tiktok.com/03b9e318c3ef6fe07ddcc5ab3cdf065f/61d38732/video/tos/useast2a/tos-useast2a-ve-0068c001/54fa0ce00d0e483788bfc5e0aaaf083c/?a=1988&br=988&bt=494&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103173043010223077038055D1970&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajh1PGVyOjY6dTMzZjczM0ApZWQ7PGg7ZjxmNzQ8Ozo2N2doZG1ibDBmYW1fLS0yMTZzc2EuL2ExYWNjNDZhL14yLTY6Yw%3D%3D&vl=&vr='}","['morph', 'weightlosstransformation', 'transformation', 'fyp', 'inspire', 'fitness', 'happier', 'duet', 'foryourpage', '30s', 'laborday', 'dance', 'millennialsoftiktok', 'hvac', 'sidehustle', 'weekend', 'johndeere', 'adultmode', 'mower', 'brokedads', 'manwhich', 'beerbelly', 'marriedlife', 'emabarrassthekids', 'taylorswift', 'redneckgames', 'maybeitsmaybelline', 'firstattemptonly', 'gamenight']",[],[]
alejwho,Alejandro,🌞,False,923500,71,40700000,62,2022-01-01,[],[],[],{},[],[],[]
wamsterrrr,Sambamthankyoumaam,"Bartender.
TX—->KS
Dog mommy.",False,99,891,88,10,2021-10-04,"['bartendermom', 'phantomsigns']","['charlieputh', 'bashtheentertainer']","['charlieputh', 'bartendermom', 'phantomsigns', 'bashtheentertainer']","{'charlieputh': 'https://v16-webapp.tiktok.com/b1bae5205f00d1906b4de61c330d7536/61d3873f/video/tos/useast2a/tos-useast2a-ve-0068c002/8b83a721c4164f678df34d777cafa24a/?a=1988&br=1330&bt=665&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731010102230840490B6C053B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2p2Zmg6ZnE0NzMzNzczM0ApMzw5ZTc0OjtpNzo8aGQ3M2dxcXBkcjRfcV9gLS1kMTZzczIyLV4uM2MzL2JgXzAzM146Yw%3D%3D&vl=&vr=', 'bartendermom': 'https://v16-webapp.tiktok.com/11ad7d0a46da540415467663196b6b57/61d38749/video/tos/useast2a/tos-useast2a-ve-0068c002/5798c0a95bae4590a4cb6d3cf2b71bdc/?a=1988&br=2728&bt=1364&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731010102230840490B6C053B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3M6c2k4eGQzNTMzNzczM0ApOWhkOmVlOWU8Nzc4N2dpZ2dtNi9laDNpL2lgLS1kMTZzc15hLjI2MzMzYDYzYTYzNjI6Yw%3D%3D&vl=&vr=', 'phantomsigns': 'https://v16-webapp.tiktok.com/b1313d596be0fc472d3e94b62da5b1b4/61d38744/video/tos/useast2a/tos-useast2a-ve-0068c001/818caddc42fc4023809525e388053ae6/?a=1988&br=1282&bt=641&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731010102230840490B6C053B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzRsdmd3b3h0eDMzODczM0ApNjRmM2k0NDxkNzYzaTg4NWdhZzIyLWhnbzRfLS0vMTZzc15jMS0yMTVeNTZhYjBeNjE6Yw%3D%3D&vl=&vr=', 'bashtheentertainer': 'https://v16-webapp.tiktok.com/faacc2e7bbe6c329db2209ab9ca2a5ba/61d3874e/video/tos/useast2a/tos-useast2a-ve-0068c004/79a19c02a1264059acc571dbcd051e02/?a=1988&br=1488&bt=744&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731010102230840490B6C053B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amZkaXlvcm9zeDMzOzczM0ApZGlnZTk3OWVoN2VkaDk8M2dhNTBybmVqbzRfLS02MTZzczQwYWNiMTFhL14zLjIvYjE6Yw%3D%3D&vl=&vr='}","['iykyk', 'curamechoreo', 'showyourglow', 'letsdrinkaboutit', 'duet', 'texas', 'backhome', 'summer', 'gamenight', 'jameson', 'picklebacks', 'satx', 'girlsnight', 'summertime', 'stitch', 'timewarpscan', 'trynottolaugh', 'contagious']",[],[]
alphamofficial,aaronmarino,"Helping Men Be Their Best👊
*6M+ YouTube 
@peteandpedro @tiegehanley ENEMYshades",False,763400,8,14200000,310,2022-01-03,"['firstblock', 'defybydefault']",[],"['firstblock', 'defybydefault']","{'firstblock': 'https://v16-webapp.tiktok.com/a85ecddf4914d337167fada770e1022b/61d3874b/video/tos/useast5/tos-useast5-ve-0068c003-tx/33985ed7bfec4a1aa96756c9188c75c7/?a=1988&br=3276&bt=1638&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010317310701022308216402658761&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajM3Nzk6ZnhvOjMzZzczNEApOGQ4M2Q4NDwzN2g4PDY6Z2dtbGkvcjRvNjBgLS1kMS9zc2FfNTY2NWFhNWA0LzVjYmM6Yw%3D%3D&vl=&vr=', 'defybydefault': 'https://v16-webapp.tiktok.com/ac557046d2c8b494c406dd640a16e633/61d38758/video/tos/useast5/tos-useast5-ve-0068c002-tx/50bd229d6e014153be8f60883e076d0a/?a=1988&br=2998&bt=1499&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010317310701022308216402658761&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajxqdjo6Zm14OjMzZzczNEApaGRoN2U1aTtoNzhmM2dmZWdjM3NtcjRfcy9gLS1kMS9zczE1YC5iYjReLTQzMTReNjQ6Yw%3D%3D&vl=&vr='}","['beautyhacks', 'eyebrowsonfleek', 'eyebrowtutorial', 'groomingtips', 'hairhacks', 'forearms', 'fashionhacks', 'mensstyle', 'bodyparts', 'whatwomenwant', 'datingadvice', 'relationshipadvice', 'relationshipproblems', 'datingproblems', 'exgirlfriend', 'eyebags', 'darkcircles', 'darkcirclesundereyes', 'sleephack', 'fashiontipsformen', 'rollupyoursleeves', 'funfacts', 'datingtips', 'relationshiptips', 'datingtiktok', 'outfitideas', 'howtobeattractive', 'outfitinspiration', 'styletipsformen', 'fragrance', 'datingadviceformen', 'perfumetiktok', 'colognetiktok', 'beardhack', 'patchybeard', 'beardstyle', 'beardproblems', 'mensgrooning']",[],[]
arcticfoxhaircolor,Arctic Fox,"Vegan Hair Color 🌈
15% of profits donated to prevent animal cruelty",False,108800,665,1200000,484,2022-01-01,"['jacmystyle', 'natashajanewood']",[],"['jacmystyle', 'natashajanewood']","{'jacmystyle': 'https://v16-webapp.tiktok.com/3dbc28148e719a561f17a071a158c590/61d387ba/video/tos/useast5/tos-useast5-ve-0068c002-tx/1271e9507c2a48b69d45db329754bf95/?a=1988&br=2634&bt=1317&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731130102230781480162A5D5&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzlobDs6ZmhnOjMzZzczNEApNzc5ZTdnZGQ0Nzc1NTc1PGdzcDRocjRnMC1gLS1kMS9zczMtL15jXjIwMDE1YzYuYWI6Yw%3D%3D&vl=&vr=', 'natashajanewood': 'https://v16-webapp.tiktok.com/9576ebb0bbccc08af535575a1c653c45/61d38757/video/tos/useast5/tos-useast5-ve-0068c002-tx/42588cbc4f9a4b15bc4cc838697bf3d9/?a=1988&br=2884&bt=1442&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731130102230781480162A5D5&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3U1Omk6ZmVoOTMzZzczNEApNmg6OWk5aGU8N2ZoOzY0aWdmZWsycjRfcnJgLS1kMS9zczFfMF5gLWNhYGEuLzAzYTE6Yw%3D%3D&vl=&vr='}","['afgirlsnight', 'afperiwinkle', 'affrosé', 'colormelt', 'purplehair', 'pinkhair', 'colormixing', 'colortheory', 'smoky', 'afphantomgreen', 'familytime', 'notforyou', 'lovelife', 'holidaytok', 'itsokbaby', 'goals', 'greenhairdontcare', 'colorspecialist', 'afmoneyhunny', 'afneverland', 'afritual', 'afpoison', 'areyounewhere', 'areyounew', 'haircolorchange', 'haircare', 'afresurrected', 'ogaf', 'hairroutine', 'afstash', 'afwrath', 'afarcticmist', 'redhair', 'hairdye']",[],[]
bgottfanns,B.,"18. 
Dmv
222
Snap: bme325
Follow me on ig",False,528500,490,11600000,482,2021-12-30,[],[],[],{},[],[],[]
evntyd_,EVNTYD,LoFi // PostPunk // DreamPop,False,56700,67,469200,208,2022-01-01,['nicken_chuggets078'],['lourdesmood'],"['lourdesmood', 'nicken_chuggets078']","{'lourdesmood': 'https://v16-webapp.tiktok.com/6b5fe76ee58d386f032eda3141e2275b/61d38764/video/tos/useast5/tos-useast5-pve-0068-tx/186a705c7b8e4e789b8aff8583c8d205/?a=1988&br=1982&bt=991&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103173126010191054210145D5E7E&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2h3ZDw6ZnNtOjMzZzczNEApOmY6NDY7Z2VmN2dmaDs6N2dhc3FtcjRfLjNgLS1kMS9zczM0XjUwLy1hMmMxNjJgMzE6Yw%3D%3D&vl=&vr=', 'nicken_chuggets078': 'https://v16-webapp.tiktok.com/791abfe26a7f8526ef5f98191a5c5754/61d38764/video/tos/useast5/tos-useast5-ve-0068c003-tx/33f3615aebd34dc9a8d1b69441123777/?a=1988&br=2144&bt=1072&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=20220103173126010191054210145D5E7E&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M21pdGc6ZmVxOjMzZzczNEApOjlpOGQ6NmU3N2g3NmllNWc0aWs2cjRvajJgLS1kMS9zczJfMTZfYC1gYzUwYmItY146Yw%3D%3D&vl=&vr='}","['newyear', 'goals', '2022', 'motivation', 'duet', 'diiv', 'music', 'cover', 'coversong', 'songwriter', 'newmusic', 'guitar', 'guitartok', 'tabs', 'fyp', 'artist', 'artistsoftiktok', 'foryou', 'fypシ', 'shoegaze', 'postpunk', 'christmas', 'learnsomethingnew', 'learnontiktok', 'photographytricks', 'photography']",['guitar'],[]
ethanhodges02,Ethan Hodges,Insta @ethanhodgesss,False,78800,70,1100000,65,2022-01-01,"['edsheeran', 'laurenspencersmith', 'ddlovato', 'sadiejean']",[],"['edsheeran', 'laurenspencersmith', 'ddlovato', 'sadiejean']","{'edsheeran': 'https://v16-webapp.tiktok.com/b0bb3e44ebea194348df034d6104c4e3/61d38791/video/tos/useast2a/tos-useast2a-pve-0068/963bbcce3692436d8c1c555184018576/?a=1988&br=2114&bt=1057&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731350101890780162167686B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M206PDw6ZjRlOjMzNzczM0ApZTc6ZDplO2RkN2hoODU7Z2cubmJpcjQwLjVgLS1kMTZzcy8vYmNjMy8yXmIxMF5fLi86Yw%3D%3D&vl=&vr=', 'laurenspencersmith': 'https://v16-webapp.tiktok.com/72876ac55d0ce8cc18e9191c079e0e09/61d3876a/video/tos/useast2a/tos-useast2a-pve-0068/bbf9d71eeb6c4e8894fdb33d1eb11ca5/?a=1988&br=2094&bt=1047&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731350101890780162167686B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=and5dWg6Zmo0OjMzNzczM0ApOmkzZDU7PDxoN2g8ODlmNGdjbDA1cjRncjRgLS1kMTZzczAtYS81LTRhMmIxLy5gXy06Yw%3D%3D&vl=&vr=', 'ddlovato': 'https://v16-webapp.tiktok.com/f11e70084da5e71099550aea5b57a20f/61d38778/video/tos/useast2a/tos-useast2a-pve-0068/3877898687cb4acd90d1e85e79830f08/?a=1988&br=1854&bt=927&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731350101890780162167686B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajtpNWY6ZmxvOjMzNzczM0ApaWQ3NGdnPDw0Nzo8OGQ0OWdmXmdjcjQwYTJgLS1kMTZzczFeL2JhYWI1NDJeXjNfMzA6Yw%3D%3D&vl=&vr=', 'sadiejean': 'https://v16-webapp.tiktok.com/1d4576e11d50c9b19ce10dff319dfd9e/61d38774/video/tos/useast2a/tos-useast2a-ve-0068c004/db9fc3b8f87a428eb4799e3375c13985/?a=1988&br=1848&bt=924&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731350101890780162167686B&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2Zvdjg6ZnhnOjMzNzczM0ApPDdmOzxoNGRnNzk4NTRmNGc1YGtmcjRnXjFgLS1kMTZzczEtYi0tXjEyLWFfLi8uLy06Yw%3D%3D&vl=&vr='}","['acousticcover', 'ed', 'hello2022', 'fingerscrossed', 'fyp', 'voiceeffects', 'acoustic', 'demilovato', 'wydnow', 'sadiejean', 'altogetherdifferent', 'adele', 'christmascover', 'christmascarol', 'customersmostloved', 'mybrawlsuper', 'piano', 'michealbublé', 'hotchocolate', 'festivefashion', 'holidaymusic']",['piano'],[]
its_thebeardedguitarist,The Bearded Guitarist,"🎸 FOLLOW ME ON INSTAGRAM ☝️ 🔥
Subscribe to my YouTube channel 👇 🎥",False,25300,83,97500,94,2021-12-14,['summerwalker'],[],['summerwalker'],{'summerwalker': 'https://v16-webapp.tiktok.com/5fc8abb9551c551ff7c629f5450a7678/61d3876f/video/tos/useast2a/tos-useast2a-pve-0068/66cf21b874dc485098b5c25826ca2f49/?a=1988&br=1490&bt=745&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=202201031731390101890482200F608EC5&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anNzdDg6Zjc7OTMzNzczM0ApNzs6aTc0NzxpNzk1aGlmNGdfbjJlcjRnLmFgLS1kMTZzc2MvYDFgYjE2YDIzNDYuNTI6Yw%3D%3D&vl=&vr='},"['valerie', 'amywinehouse', 'acousticguitar', 'fingerstyleguitar', 'guitartips', 'learnguitar', 'guitarchords', 'neoaoul', 'jazzguitar', 'neosoul', 'guitar', 'guitarlicks', 'rnbguitar', 'guitartok', 'fingerpicking', 'groove', 'sologuitar', 'guitarloop', 'playguitar', 'guitaristsoftiktok', 'neosoulguitar', 'fingerstyle', 'rnb', 'playinggames', 'sunmerwalker', 'danelectro', 'guitarlick', 'guitarriff', 'isntshelovely', 'steviewonder']",['guitar'],"['rnb', 'groove', 'neosoul']"
vadesings,Vadé,"Multi-Award Winning A Cappella R&B Quintet 
🎤🎙🇬🇧
20K✅ 30K✅40K✅ 50K✅ 75K💨",False,62300,386,345000,26,2021-12-21,['pyebz'],"['saucyvocals', 'herofficial', 'midenaike', 'natalie_lindi']","['pyebz', 'saucyvocals', 'herofficial', 'midenaike', 'natalie_lindi']","{'pyebz': 'https://v16-webapp.tiktok.com/44ebf8123d25cfc034ca9f25ac964428/61d3879a/video/tos/useast2a/tos-useast2a-pve-0068/b1134f8e0f9d471c9a8e6f1c6616b849/?a=1988&br=1722&bt=861&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010317314301022312001615648A4C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anI6d2c6ZnI4OjMzNzczM0ApNWQ5OTwzM2RmNzQ5aGY3ZGdvLWkzcjRnYy5gLS1kMTZzczYwMTVjYC4uNWIyYTBiXy46Yw%3D%3D&vl=&vr=', 'saucyvocals': 'https://v16-webapp.tiktok.com/399568c830e9be41c0e6625be239f897/61d38797/video/tos/useast2a/tos-useast2a-pve-0068/2da33efda0494459bddb66f6838bcb03/?a=1988&br=1858&bt=929&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010317314301022312001615648A4C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2xkdjQ6Zm90OTMzNzczM0ApNjY3aWk8OTw1N2hlaGRpOGdgamU0cjQwc3FgLS1kMTZzc2A0MTM0XmItNWAwMTJeMmE6Yw%3D%3D&vl=&vr=', 'herofficial': 'https://v16-webapp.tiktok.com/388a8dbb16608d54572954f9670e1c1c/61d3879b/video/tos/useast2a/tos-useast2a-ve-0068c002/d12069814db74a73b3b0b2656786355c/?a=1988&br=1812&bt=906&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_F8rkag3-I&l=2022010317314301022312001615648A4C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3Y8bGk6Zm04NzMzNzczM0ApZDc2NDk3N2RlN2g0OzZlN2dxYWNvcjRnajFgLS1kMTZzczNgMF4wMy9hYDMvLzFgMDI6Yw%3D%3D&vl=&vr=', 'midenaike': 'https://v16-webapp.tiktok.com/970cb3e0e56c4140619feb561f892b2c/61d38798/video/tos/useast2a/tos-useast2a-ve-0068c003/612cd130fcda40cea9c6e2277b776c70/?a=1988&br=1562&bt=781&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=1&er=&ft=Yu12_F8rkag3-I&l=2022010317314301022312001615648A4C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2xtcmk6ZndtNjMzNzczM0ApOWVkZGU1MztkNzczaGZkOGdlZ2RscjRfb29gLS1kMTZzczZhYi5hNDMyYDIxLjIyLi06Yw%3D%3D&vl=&vr=', 'natalie_lindi': 'https://v16-webapp.tiktok.com/794aeaad23b42a60cc09cbe3cdcb54cd/61d3878b/video/tos/alisg/tos-alisg-pve-0037c001/c992951883194b5aa5cf6d06277910a1/?a=1988&br=1406&bt=703&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=2&er=&ft=Yu12_F8rkag3-I&l=2022010317314301022312001615648A4C&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3l1ajc6Zjs3NjMzODczNEApNTNpZDc3M2QzNzk3ODs6aGcuYl5qcjRvNmVgLS1kMS1zcy8vYDUvYmMwMl9eLV4tY186Yw%3D%3D&vl=&vr='}","['saucyvadeduet', 'vadeduets', 'vadesings', 'foryou', 'foryoupage', 'vade', 'boyziimen', 'steviewonder', 'fyp', 'acapella', 'rnb', 'vocals', 'jazz', 'cyndilauper', 'timeaftertime', 'vadecovers', 'duetwithme', 'chakakhan', 'anitabaker', 'harmony', 'jazzduet', 'swv', 'weak', 'h', 'duet', 'tiktoksingers', 'jazztok', 'vadé', 'vadéduets', 'tokyoolympics', 'beyonce', 'loveontop', 'norahjones', 'dontknowwhy']",[],"['jazz', 'rnb']"
